sic_code,company_name,symbol,year,rq,rq_trend,aq,aq_trend,rd,rstar,rd_under_ratio,rd_under_trend,rd_under_amt,rd_increase_profit,rd_cut_profit,adv,astar,adv_under_ratio,adv_under_trend,adv_under_amt,adv_increase_profit,adv_cut_profit
3569,NORDSON CORP,NDSN,2012,95.1,1.85,93.3,0.58,27,138,0.2,0.33,111,1418.4,,10.9,20.6,0.53,1.41,9.6,1410.4,
2836,NABI BIOPHARMACEUTICALS,NABI,2005,81,,93.5,,61,0.2,368.62,,,,60.8,4,2.5,1.61,,,,1.5
2836,NABI BIOPHARMACEUTICALS,NABI,2006,63.7,,95.5,,66.8,,,,,,,2.7,2.5,1.09,,,,0.2
2836,NABI BIOPHARMACEUTICALS,NABI,2009,80.6,,,,12.6,,,,,,,0,,,,,,
2836,NABI BIOPHARMACEUTICALS,NABI,2010,90.5,,,,16.5,0.8,19.83,,,,15.7,0,,,,,,
2836,NABI BIOPHARMACEUTICALS,NABI,2011,95.2,,,,26.1,0.9,30.37,,,,25.2,0,,,,,,
3537,NACCO INDUSTRIES  -CL A,NC,2005,106.3,,94.1,,57.9,454.9,0.13,,397,3198,,27.3,35.6,0.77,,8.3,3159.6,
3537,NACCO INDUSTRIES  -CL A,NC,2006,108.6,,96.2,,56.9,566.2,0.1,,509.3,3396.8,,25.3,50.8,0.5,,25.5,3353.4,
3537,NACCO INDUSTRIES  -CL A,NC,2007,99.4,,97.5,,59.8,322.8,0.19,,263,3635.1,,25.7,61.2,0.42,,35.5,3608.7,
3537,NACCO INDUSTRIES  -CL A,NC,2008,102.9,,99.4,,62.6,451.9,0.14,,389.3,3720.8,,23.8,80.3,0.3,,56.5,3688.3,
3537,NACCO INDUSTRIES  -CL A,NC,2009,102.2,,101.9,,62.5,402.3,0.16,,339.8,2332.7,,15.6,94.4,0.17,,78.8,2316.9,
3537,NACCO INDUSTRIES  -CL A,NC,2010,101.1,0.79,102.2,2.23,50.4,401.7,0.13,0.99,351.3,2706,,16.2,100.2,0.16,0.21,84,2687.6,
3537,NACCO INDUSTRIES  -CL A,NC,2011,99.8,0.68,103.6,1.85,56.2,410.2,0.14,1.36,354,3361.8,,23.8,122.9,0.19,0.39,99.1,3341.5,
3537,NACCO INDUSTRIES  -CL A,NC,2012,87.2,0.34,93.7,0.62,68.7,44.5,1.54,8.33,,,24.2,16.5,18.3,0.9,2.15,1.8,873,
3661,NORTEL NETWORKS CORP,NRTLQ,2005,98.8,,,,1999,1020.1,1.96,,,,978.9,0,,,,,,
3661,NORTEL NETWORKS CORP,NRTLQ,2006,95.9,,,,1856,838,2.21,,,,1018,0,,,,,,
3661,NORTEL NETWORKS CORP,NRTLQ,2007,92.1,,,,1961,604.5,3.24,,,,1356.5,0,,,,,,
3661,NORTEL NETWORKS CORP,NRTLQ,2008,94.7,,,,1723,671.3,2.57,,,,1051.7,0,,,,,,
3661,NORTEL NETWORKS CORP,NRTLQ,2009,100.3,,,,1573,386.3,4.07,,,,1186.7,0,,,,,,
3661,NORTEL NETWORKS CORP,NRTLQ,2010,113.2,1.8,,0.26,757,58.4,12.96,6.61,,,698.6,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2005,104.2,,,,504,4977,0.1,,4473,31083.5,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2006,103.5,,,,538,4786.7,0.11,,4248.7,30488.2,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2007,97.1,,,,574,3078.4,0.19,,2504.4,32259.8,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2008,97.8,,,,537,3465.1,0.15,,2928.1,34163.2,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2009,99.8,,,,576,4417.9,0.13,,3841.9,34065.3,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2010,100.2,0.83,,1.89,610,4637.3,0.13,1.3,4027.3,35083.5,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2011,102.7,0.96,,1.18,603,3473.2,0.17,1.54,2870.2,26683.7,,0,,,,,,
3812,NORTHROP GRUMMAN CORP,NOC,2012,106.1,1.56,,0.25,543,4448.7,0.12,0.65,3905.7,25531.2,,0,,,,,,
3530,TEREX CORP,TEX,2005,104.4,,,,46.3,1284.5,0.04,,1238.2,6462.2,,0,,,,,,
3530,TEREX CORP,TEX,2006,107.9,,,,51,1810.8,0.03,,1759.8,7761.6,,0,,,,,,
3530,TEREX CORP,TEX,2007,105.1,,,,52.6,1821.4,0.03,,1768.8,9260.2,,0,,,,,,
3530,TEREX CORP,TEX,2008,110.5,,,,69.5,2732,0.03,,2662.5,10051.7,,0,,,,,,
3530,TEREX CORP,TEX,2009,104.4,,,,71.2,1350.7,0.05,,1279.5,4090.9,,0,,,,,,
3530,TEREX CORP,TEX,2010,100.6,0.84,,2.03,65.2,996,0.07,1.82,930.8,4462,,0,,,,,,
3530,TEREX CORP,TEX,2011,100.7,0.73,,0.63,59.9,1477.2,0.04,1.44,1417.3,6572.8,,0,,,,,,
3530,TEREX CORP,TEX,2012,99.6,0.77,,0.07,73.7,1229.7,0.06,2.08,1156,7420.5,,0,,,,,,
8200,BROADVIEW INSTITUTE INC,BVII,2005,86.9,,85,,0.1,0.6,0.14,,0.5,9.9,,1.1,,,,,,
2860,NOVA CHEMICALS CORP,NCX,2005,113.4,,,,48,1335.3,0.04,,1287.3,5716.8,,0,,,,,,
2860,NOVA CHEMICALS CORP,NCX,2006,118.1,,,,50,1843.5,0.03,,1793.5,6654.6,,0,,,,,,
2860,NOVA CHEMICALS CORP,NCX,2007,112.8,,,,51,1367.3,0.04,,1316.3,6863.4,,0,,,,,,
2860,NOVA CHEMICALS CORP,NCX,2008,117.6,,,,50,2039.7,0.02,,1989.7,7517.4,,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2005,96.3,,,,792.1,441,1.8,,,,351.2,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2006,94,,,,807.3,429.6,1.88,,,,377.7,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2007,91.4,,,,1118.3,399.1,2.8,,,,719.2,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2008,96.3,,,,1672.6,620.8,2.69,,,,1051.8,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2009,100.2,,,,1468.5,938.8,1.56,,,,529.7,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2010,101.2,1.32,,2.05,1515,1074.3,1.41,0.79,,,440.7,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2011,100.8,1.51,,1.68,1709.1,1183.3,1.44,0.77,,,525.7,0,,,,,,
2834,NOVO NORDISK A/S,NVO,2012,99.3,1.75,,0.56,1680.2,1280.8,1.31,0.47,,,399.3,0,,,,,,
5961,HORIZON HEALTH INTL CORP,HZHI,2005,90.2,,,,0.2,0,17.89,,,,0.2,0,,,,,,
3826,O I CORP,OICO,2005,102.5,,93.9,,3.5,3.8,0.92,,0.3,29.9,,0.1,0.5,0.32,,0.3,29.9,
3826,O I CORP,OICO,2006,98.5,,95.4,,3.7,3.1,1.2,,,,0.6,0.2,0.6,0.26,,0.4,30.3,
3826,O I CORP,OICO,2007,91.6,,95.9,,3.1,1.8,1.7,,,,1.3,0.2,0.6,0.26,,0.5,27.2,
3826,O I CORP,OICO,2008,93.8,,95.9,,3.3,2.1,1.6,,,,1.2,0.2,0.6,0.3,,0.4,29,
3826,O I CORP,OICO,2009,96.5,,93.3,,3.9,2.1,1.86,,,,1.8,0.1,0.3,0.42,,0.2,19.9,
3861,OCE NV,OCENY,2005,96.5,,,,275.9,330.2,0.84,,54.3,3157.3,,0,,,,,,
3861,OCE NV,OCENY,2006,93.7,,,,230.6,274.2,0.84,,43.6,4131.9,,0,,,,,,
3861,OCE NV,OCENY,2007,89.6,,,,298.3,188.6,1.58,,,,109.7,0,,,,,,
3861,OCE NV,OCENY,2008,92.1,,,,337.9,235,1.44,,,,102.9,0,,,,,,
3861,OCE NV,OCENY,2009,97.1,,,,290.6,349.1,0.83,,58.6,3977.7,,0,,,,,,
3861,OCE NV,OCENY,2010,97.9,1.09,,1.94,260.1,354.6,0.73,0.88,94.4,3806.2,,0,,,,,,
2842,OCEAN BIO-CHEM INC,OBCI,2010,90.1,,101.3,,0,1.7,0.02,,1.7,27.5,,1.6,0.8,1.96,,,,0.8
2842,OCEAN BIO-CHEM INC,OBCI,2011,90.1,,102,,0.1,2,0.03,,1.9,31.8,,2,1,1.95,,,,1
3663,ITERIS INC,ITI,2005,93.8,,90.7,,4.3,3.2,1.35,,,,1.1,0.2,0.3,0.55,,0.2,50.5,
3663,ITERIS INC,ITI,2006,89.1,,92.3,,5.1,2.3,2.25,,,,2.8,0.2,0.6,0.26,,0.4,58.3,
3663,ITERIS INC,ITI,2007,84,,94.8,,4,1,4.22,,,,3.1,0.2,1,0.18,,0.8,65.3,
3663,ITERIS INC,ITI,2008,95,,95.7,,3.6,4.8,0.75,,1.2,69.6,,0.2,1.2,0.17,,1,69.5,
3663,ITERIS INC,ITI,2009,103.9,,97.3,,4,8.3,0.49,,4.3,58.4,,0.2,1.4,0.11,,1.2,58.2,
3663,ITERIS INC,ITI,2010,103.9,1.78,97,2.96,3.7,9.9,0.37,0.27,6.3,59.9,,0.2,1.5,0.15,0.26,1.3,59.6,
3663,ITERIS INC,ITI,2011,103.2,2.71,97,1.97,3.8,8.7,0.43,0.19,4.9,58.8,,0.2,1.4,0.13,0.49,1.2,58.5,
3290,OIL DRI CORP AMERICA,ODC,2005,101.1,,94.2,,2.5,28.1,0.09,,25.6,189.8,,1.4,2.9,0.49,,1.5,188,
3290,OIL DRI CORP AMERICA,ODC,2006,98.9,,95.6,,2.4,24.7,0.1,,22.2,207.1,,1.3,3.6,0.35,,2.3,205.5,
3290,OIL DRI CORP AMERICA,ODC,2007,92.6,,97.1,,1.8,14.8,0.12,,13,213.4,,1.5,4.4,0.33,,3,212.5,
3290,OIL DRI CORP AMERICA,ODC,2008,95.4,,98,,2.2,20.7,0.1,,18.5,234.1,,1.1,5.3,0.2,,4.2,232.8,
3290,OIL DRI CORP AMERICA,ODC,2009,99.7,,99.3,,2.5,32.1,0.08,,29.6,238.6,,2.2,6.4,0.33,,4.3,236.7,
3290,OIL DRI CORP AMERICA,ODC,2010,99.4,0.92,100.1,1.88,2.1,33.2,0.06,0.72,31.1,221.2,,2.1,7.1,0.3,0.6,5,219.5,
3290,OIL DRI CORP AMERICA,ODC,2011,98.4,0.97,101,1.67,1.8,32.6,0.06,0.57,30.8,228.9,,3.2,7.9,0.41,1.17,4.6,227.2,
3290,OIL DRI CORP AMERICA,ODC,2012,97.1,1.38,93.6,0.64,1.9,28.6,0.07,0.55,26.7,242.7,,10.8,3.4,3.2,9.62,,,7.5
3590,OILGEAR CO,OLGR,2005,93.8,,,,1.7,6.7,0.25,,5,103.9,,0,,,,,,
2810,OLIN CORP,OLN,2005,89.3,,,,4,88.4,0.05,,84.4,2368.7,,0,,,,,,
2810,OLIN CORP,OLN,2006,84.1,,,,4.2,35.8,0.12,,31.6,3157.3,,0,,,,,,
2810,OLIN CORP,OLN,2007,88.9,,,,4.5,60.9,0.07,,56.4,1282.3,,0,,,,,,
2810,OLIN CORP,OLN,2008,85.1,,,,2,35.7,0.06,,33.7,1768.6,,0,,,,,,
2810,OLIN CORP,OLN,2009,94,,,,2,166.7,0.01,,164.7,1542.8,,0,,,,,,
2810,OLIN CORP,OLN,2010,97,1.92,,1.05,2.2,238.9,0.01,0.2,236.7,1600.4,,0,,,,,,
2810,OLIN CORP,OLN,2011,97.7,5.17,,0.72,2.1,300.2,0.01,0.06,298.1,1979.9,,0,,,,,,
2810,OLIN CORP,OLN,2012,95.8,1.85,,0.33,2.7,290,0.01,0.13,287.3,2203.2,,0,,,,,,
3663,OPTELECOM-NKF INC,OPTC,2005,99.3,,,,1.2,3.7,0.31,,2.6,34.1,,0,,,,,,
3663,OPTELECOM-NKF INC,OPTC,2006,101.4,,,,2.4,5.1,0.48,,2.7,39.7,,0,,,,,,
3663,OPTELECOM-NKF INC,OPTC,2007,90.4,,93.8,,3.6,2.3,1.57,,,,1.3,0.3,0.6,0.44,,0.4,42.5,
3663,OPTELECOM-NKF INC,OPTC,2008,93.3,,92.5,,4.3,3.1,1.39,,,,1.2,0.4,0.5,0.7,,0.2,45.2,
3663,OPTELECOM-NKF INC,OPTC,2009,97.6,,89.7,,5.5,3.6,1.52,,,,1.9,0.9,0.2,4.42,,,,0.7
3823,ORBOTECH LTD,ORBK,2005,100,,88.4,,48,33.4,1.44,,,,14.6,0.3,0.7,0.46,,0.4,380,
3823,ORBOTECH LTD,ORBK,2006,98.9,,91.2,,55.8,33.6,1.66,,,,22.1,0.2,3.1,0.05,,3,416.8,
3823,ORBOTECH LTD,ORBK,2007,93.8,,96.8,,60.5,24.3,2.49,,,,36.2,0.1,8.5,0.02,,8.3,361.4,
3823,ORBOTECH LTD,ORBK,2008,95.6,,98,,67.9,31.5,2.16,,,,36.5,0.1,11.2,0.01,,11.1,430.6,
3823,ORBOTECH LTD,ORBK,2009,100.2,,,,83.1,36.5,2.27,,,,46.6,0,,,,,,
3823,ORBOTECH LTD,ORBK,2010,101.3,1.06,,1.43,67.9,49.4,1.37,0.96,,,18.5,0,,,,,,
3823,ORBOTECH LTD,ORBK,2011,100.8,1.1,,-0.62,78.3,54,1.45,0.88,,,24.3,0,,,,,,
3823,ORBOTECH LTD,ORBK,2012,98.6,1.37,,-0.28,84.2,44.3,1.9,0.76,,,39.8,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2005,100.1,,,,1,2.5,0.38,,1.5,24.4,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2006,99.5,,,,1.1,2.6,0.43,,1.5,25.2,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2007,91.6,,,,1.1,1.6,0.68,,0.5,25.9,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2008,93.7,,,,1.2,2,0.59,,0.8,27.4,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2009,97.3,,,,1.4,3,0.46,,1.6,26.6,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2010,97.2,0.85,,0.68,1.4,2.9,0.5,1.3,1.4,26.9,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2011,96.6,0.85,,0.28,1.4,3,0.48,1.12,1.5,31.2,,0,,,,,,
3812,ORBIT INTERNATIONAL CORP,ORBT,2012,95.6,1.38,,0.28,1.5,2.7,0.54,0.8,1.3,29.5,,0,,,,,,
3290,OWENS CORNING,OC,2005,98.8,,,,47,799,0.06,,752,6383.7,,0,,,,,,
3290,OWENS CORNING,OC,2006,96.7,,,,58,689.5,0.08,,631.5,6514.1,,0,,,,,,
3290,OWENS CORNING,OC,2007,90.9,,,,101,401.4,0.25,,300.4,4996.6,,0,,,,,,
3290,OWENS CORNING,OC,2008,93,,,,64,468.6,0.14,,404.6,5881.5,,0,,,,,,
3290,OWENS CORNING,OC,2009,95.9,,,,69,556.7,0.12,,487.7,4837.6,,0,,,,,,
3290,OWENS CORNING,OC,2010,96.1,0.85,,1.66,61,540.2,0.11,1.92,479.2,5034.6,,0,,,,,,
3290,OWENS CORNING,OC,2011,95.5,0.93,,1.29,76,525.5,0.14,1.72,449.5,5372.5,,0,,,,,,
3290,OWENS CORNING,OC,2012,92.8,1.19,,0.43,77,401.5,0.19,0.76,324.5,5199.8,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2005,96,,,,25.4,629.6,0.04,,604.2,7138,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2006,88.7,,,,29.8,300.6,0.1,,270.8,7452.6,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2007,85.8,,,,32.2,168.5,0.19,,136.3,7585.2,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2008,96.6,,,,65.8,707.9,0.09,,642.1,7949.7,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2009,102.3,,,,66.6,1177,0.06,,1110.4,7147,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2010,101.7,1.38,,1.64,58.8,1299.5,0.05,1.12,1240.7,6706.8,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2011,101.2,2.58,,1.43,62,1305.5,0.05,0.48,1243.5,7438.1,,0,,,,,,
3221,OWENS-ILLINOIS INC,OI,2012,98.2,3.46,,0.46,71,965.2,0.07,0.38,894.2,7062.7,,0,,,,,,
6200,HYPERFEED TECHNOLOGIES INC,HYPRQ,2005,90,,,,1.4,0.2,6.05,,,,1.2,0,,,,,,
2851,PPG INDUSTRIES INC,PPG,2005,99.8,,94.2,,303,1063.4,0.28,,760.4,10320.3,,105,136.4,0.77,,31.4,10244.9,
2851,PPG INDUSTRIES INC,PPG,2006,97.5,,96.3,,309,1014.1,0.3,,705.1,11156.2,,121,199,0.61,,78,11092,
2851,PPG INDUSTRIES INC,PPG,2007,91.6,,97.6,,318,673.8,0.47,,355.8,11291.7,,156,253.3,0.62,,97.3,11265.4,
2851,PPG INDUSTRIES INC,PPG,2008,93.8,,99.7,,339,1134.8,0.3,,795.8,15985.3,,310,404.7,0.77,,94.7,15915.8,
2851,PPG INDUSTRIES INC,PPG,2009,96.9,,101.1,,474,1391.3,0.34,,917.3,12350,,268,445.6,0.6,,177.6,12296.7,
2851,PPG INDUSTRIES INC,PPG,2010,97.1,0.86,101.3,2.04,388,1407.3,0.28,0.97,1019.3,13568.3,,288,441.7,0.65,0.85,153.7,13496.3,
2851,PPG INDUSTRIES INC,PPG,2011,96.5,0.94,101.4,1.57,394,1414.7,0.28,0.91,1020.7,15035.4,,245,467.5,0.52,0.86,222.5,14964.5,
2851,PPG INDUSTRIES INC,PPG,2012,96.4,1.45,93.1,0.56,430,1496.6,0.29,0.61,1066.6,15344.5,,288,198.5,1.45,2.36,,,89.5
3080,PVC CONTAINER CORP,PVCO,2005,95.5,,,,0.3,9.2,0.04,,8.9,86.5,,0,,,,,,
3711,PACCAR INC,PCAR,2005,101.8,,,,103.2,2092,0.05,,1988.8,14216.7,,0,,,,,,
3711,PACCAR INC,PCAR,2006,99.6,,,,117.8,1872.9,0.06,,1755.1,16619.8,,0,,,,,,
3711,PACCAR INC,PCAR,2007,97.5,,,,150.6,1726.7,0.09,,1576.1,15352.6,,0,,,,,,
3711,PACCAR INC,PCAR,2008,104.6,,,,255.5,2704.2,0.09,,2448.7,15151.4,,0,,,,,,
3711,PACCAR INC,PCAR,2009,97.8,,,,341.8,1297.3,0.26,,955.5,8131,,0,,,,,,
3711,PACCAR INC,PCAR,2010,95.4,0.69,,1.28,199.2,1223.8,0.16,3.3,1024.6,10359.1,,0,,,,,,
3711,PACCAR INC,PCAR,2011,93.9,0.7,,0.83,238.5,1501.4,0.16,2.53,1262.9,16453.8,,0,,,,,,
3711,PACCAR INC,PCAR,2012,89.2,0.5,,0.28,288.2,883.4,0.33,3.74,595.2,17103.5,,0,,,,,,
2750,PAXAR CORP,PXR.1,2005,98.5,,,,7,131.6,0.05,,124.6,816.6,,0,,,,,,
2750,PAXAR CORP,PXR.1,2006,91.4,,,,7.4,67.3,0.11,,59.9,885.4,,0,,,,,,
3569,PALL CORP,PLL,2005,97.3,,,,57.3,167.1,0.34,,109.8,1914.5,,0,,,,,,
3569,PALL CORP,PLL,2006,94.2,,,,56.2,142.4,0.39,,86.2,2026.7,,0,,,,,,
3569,PALL CORP,PLL,2007,89,,,,57.4,86.6,0.66,,29.2,2254.7,,0,,,,,,
3569,PALL CORP,PLL,2008,92.4,,,,62.4,134.1,0.47,,71.6,2582.4,,0,,,,,,
3569,PALL CORP,PLL,2009,97.3,,,,71.6,222.7,0.32,,151,2344,,0,,,,,,
3569,PALL CORP,PLL,2010,97.5,1.01,,1.79,73,244.1,0.3,0.87,171.1,2417.6,,0,,,,,,
3569,PALL CORP,PLL,2011,99.3,1.39,,1.55,74.9,322.4,0.23,0.59,247.4,2762.6,,0,,,,,,
3569,PALL CORP,PLL,2012,97.7,2.06,,0.54,86.8,288.9,0.3,0.45,202.1,2688.8,,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2005,105.9,,,,134.5,116.5,1.16,,,,18.1,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2006,97.5,,,,62.5,73.5,0.85,,11,725.9,,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2007,94.6,,,,62.4,45.1,1.38,,,,17.3,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2008,90.4,,,,77.7,31.3,2.48,,,,46.4,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2009,95.3,,,,59.7,54.4,1.1,,,,5.3,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2010,97,0.65,,11.95,39.2,66.4,0.59,0.51,27.1,1014.3,,0,,,,,,
2834,PAR PHARMACEUTICAL COS INC,PRX,2011,96.7,0.95,,-335.12,50.4,82.9,0.61,0.71,32.5,929.5,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2005,96.9,,,,6.3,19.4,0.32,,13.2,206.9,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2006,93.5,,,,9.4,15.9,0.59,,6.5,209.3,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2007,89,,,,11.8,10.4,1.13,,,,1.4,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2008,93.9,,,,17.2,16.7,1.03,,,,0.5,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2009,99.1,,,,15.3,23.9,0.64,,8.7,223.9,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2010,100.9,1.25,,1.79,14.2,25.9,0.55,1.7,11.7,241.3,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2011,102,1.67,,1.13,17.1,26.5,0.64,1.09,9.4,230.5,,0,,,,,,
3578,PAR TECHNOLOGY CORP,PAR,2012,101.4,2.52,,0.44,13.8,27.6,0.5,0.44,13.8,246.7,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2005,97.6,,,,94.7,863,0.11,,768.3,8284.5,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2006,96.2,,,,130.6,895.6,0.15,,765,9455.6,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2007,90.9,,,,166.2,559.4,0.3,,393.2,10763,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2008,97.2,,,,212.2,1183.4,0.18,,971.2,12238.3,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2009,102.2,,,,255.3,1575.1,0.16,,1319.8,10410.4,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2010,101.1,1.21,,2.03,288.2,1552.2,0.19,1.69,1264,10080.6,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2011,99.7,1.23,,1.62,275.9,1552.7,0.18,1.22,1276.8,12452.3,,0,,,,,,
3490,PARKER-HANNIFIN CORP,PH,2012,99,1.82,,0.54,298.1,1517.1,0.2,0.66,1219,13253.6,,0,,,,,,
3672,PARLEX CORP,PRLX,2005,90.2,,,,6.1,6.7,0.91,,0.6,105.8,,0,,,,,,
3823,PPT VISION INC,PPTV,2005,98,,96.8,,1.6,0.5,3.36,,,,1.1,0,0.1,0.3,,0.1,5.7,
3823,PPT VISION INC,PPTV,2006,91.5,,97.4,,1.3,0.3,4.19,,,,1,0.1,0.1,0.76,,0,5.7,
3823,PPT VISION INC,PPTV,2007,87.8,,99.1,,1.4,0.2,6.8,,,,1.2,0,0.2,0.26,,0.1,5,
3569,PMFG INC,PMFG,2005,88.7,,,,0.2,2.6,0.09,,2.4,51.3,,0,,,,,,
3569,PMFG INC,PMFG,2007,80.1,,91.2,,0,,,,,,,0,0.6,0.06,,0.6,75.2,
3569,PMFG INC,PMFG,2008,78.1,,89,,0.1,,,,,,,0.1,0.5,0.22,,0.4,140.5,
3569,PMFG INC,PMFG,2009,79.9,,89.8,,0.2,,,,,,,0.1,0.8,0.16,,0.7,158.1,
3569,PMFG INC,PMFG,2010,77.7,,90.5,,0.4,,,,,,,0.1,0.9,0.14,,0.8,116.8,
3569,PMFG INC,PMFG,2011,76.1,-0.59,92.3,-2.07,0.5,,,,,,,0.2,1.5,0.14,,1.3,121.9,
3561,PENTAIR INC,PNR,2005,101.2,,,,31.5,487.8,0.06,,456.3,2978,,0,,,,,,
3561,PENTAIR INC,PNR,2006,96.1,,,,46,340.6,0.14,,294.6,3177.6,,0,,,,,,
3561,PENTAIR INC,PNR,2007,91.5,,,,58.1,232.7,0.25,,174.6,3413.6,,0,,,,,,
3561,PENTAIR INC,PNR,2008,95.1,,,,58.8,296.2,0.2,,237.4,3373.6,,0,,,,,,
3561,PENTAIR INC,PNR,2009,99.1,,,,62.5,370.8,0.17,,308.4,2714.4,,0,,,,,,
3561,PENTAIR INC,PNR,2010,99.9,0.93,,1.99,57.9,419.5,0.14,2.14,361.6,3058.1,,0,,,,,,
3561,PENTAIR INC,PNR,2011,99.1,1.19,,1.48,67.2,458,0.15,1.08,390.8,3486.2,,0,,,,,,
3561,PENTAIR LTD,PNR,2012,103.7,2.15,,-0.06,78.2,1239.1,0.06,0.25,1160.9,4466.6,,0,,,,,,
2080,PEPSICO INC,PEP,2007,88,,96.8,,344,1703.6,0.2,,1359.6,39602.7,,1900,834,2.28,,,,1066
2080,PEPSICO INC,PEP,2008,91.4,,97.8,,364,2865.1,0.13,,2501.1,43477.7,,1800,991.7,1.82,,,,808.3
2080,PEPSICO INC,PEP,2009,95.9,,99.2,,388,4943,0.08,,4555,43567.3,,1700,1249.8,1.36,,,,450.2
2080,PEPSICO INC,PEP,2010,96.7,,100,,414,7538.6,0.05,,7124.6,58323.6,,1900,1863.2,1.02,,,,36.8
2080,PEPSICO INC,PEP,2011,96,,99.9,,488,7367.4,0.07,,6879.4,67034.7,,1900,1947.6,0.98,,47.6,66509.4,
7372,VERIDICOM INTERNATIONAL INC,VRDI,2005,74.5,,105.2,,0.5,,,,,,,0.1,0,2.51,,,,0.1
2835,APPLIED BIOSYSTEMS INC,ABI.3,2005,106,,,,233.8,247.5,0.94,,13.6,1789.6,,0,,,,,,
2835,APPLIED BIOSYSTEMS INC,ABI.3,2006,103.2,,,,192.2,242,0.79,,49.8,1916.6,,0,,,,,,
2835,APPLIED BIOSYSTEMS INC,ABI.3,2007,98.3,,,,183.7,195,0.94,,11.3,2096.1,,0,,,,,,
2835,APPLIED BIOSYSTEMS INC,ABI.3,2008,100.6,,,,318.1,227.7,1.4,,,,90.4,0,,,,,,
2834,PFIZER INC,PFE,2005,100.1,,93.7,,8755,4710.4,1.86,,,,4044.6,3500,660.7,5.3,,,,2839.3
2834,PFIZER INC,PFE,2006,99.9,,95.2,,9094,4450.6,2.04,,,,4643.4,2600,787.4,3.3,,,,1812.6
2834,PFIZER INC,PFE,2007,94.5,,96.9,,8434,2903.8,2.9,,,,5530.2,2700,886.3,3.05,,,,1813.7
2834,PFIZER INC,PFE,2008,98.7,,98.2,,8372,3837.8,2.18,,,,4534.2,2600,1009,2.58,,,,1591
2834,PFIZER INC,PFE,2009,100.7,,100.1,,8578,6514.9,1.32,,,,2063.1,2900,1730.8,1.68,,,,1169.2
2834,PFIZER INC,PFE,2010,98.3,0.91,101.7,2.27,7913,5672.7,1.39,0.75,,,2240.3,4000,1920.9,2.08,0.39,,,2079.1
2834,PFIZER INC,PFE,2011,98.5,0.92,102.8,1.98,9538,5628.6,1.69,0.83,,,3909.4,3900,2080.7,1.87,0.57,,,1819.3
